25862,182.771.084.534.359,9440
11325,113.033.111.253.752,9400
4720,182.771.084.534.359,5245
56729,182.771.084.534.359,8175
2692,182.771.084.534.359,2862
2692,182.771.084.534.359,51738
2691,182.771.084.534.359,2692
3820,182.771.084.534.359,5777
2678,182.771.084.534.359,963
51755,182.771.084.534.359,5430
51755,182.771.084.534.359,6426
51755,182.771.084.534.359,6427
199,182.771.084.534.359,3936
199,182.771.084.534.359,58
2304,182.771.084.534.359,5331
10558,182.771.084.534.359,9517
22795,182.771.084.534.359,3339
22795,182.771.084.534.359,3915
3347,182.771.084.534.359,4589
5428,182.771.084.534.359,6742
376267,182.771.084.534.359,5877
1512,182.771.084.534.359,632
1512,182.771.084.534.359,6439
2936,471.573.093.994.204,64219
2936,182.771.084.534.359,4951
1748,182.771.084.534.359,9500
30010,733.226.324.163.718,9378
23704,182.771.084.534.359,3736
23704,182.771.084.534.359,5578
23704,182.771.084.534.359,3784
23431,182.771.084.534.359,375
55638,471.573.093.994.204,6159
10525,182.771.084.534.359,7184
9637,182.771.084.534.359,9638
16,182.771.084.534.359,1933
51316,412.423.346.186.800,9319
3118,182.771.084.534.359,3119
3118,182.771.084.534.359,3630
3118,182.771.084.534.359,920
26276,412.423.346.186.800,63894
27244,182.771.084.534.359,5052
886,182.771.084.534.359,887
11215,182.771.084.534.359,5577
11215,182.771.084.534.359,2932
11215,182.771.084.534.359,5573
11215,182.771.084.534.359,5576
4756,182.771.084.534.359,4917
4756,733.226.324.163.718,9423
23583,412.423.346.186.800,9319
4967,412.423.346.186.800,5359
79643,182.771.084.534.359,84313
3608,182.771.084.534.359,5591
3608,971.245.704.978.182,3609
10465,182.771.084.534.359,8559
10465,733.226.324.163.718,9128
54796,182.771.084.534.359,5925
3359,182.771.084.534.359,821
10714,971.245.704.978.182,5111
10714,182.771.084.534.359,5424
140609,182.771.084.534.359,91754
10748,182.771.084.534.359,5777
23030,113.033.111.253.752,84246
255061,182.771.084.534.359,6870
255061,182.771.084.534.359,6865
255061,182.771.084.534.359,6869
23620,182.771.084.534.359,4922
256297,733.226.324.163.718,6938
3068,182.771.084.534.359,4089
55971,182.771.084.534.359,7532
23332,182.771.084.534.359,7532
83548,971.245.704.978.182,9382
83548,971.245.704.978.182,84342
116071,412.423.346.186.800,9802
8722,182.771.084.534.359,972
55320,182.771.084.534.359,6667
140545,113.033.111.253.752,9158
6731,182.771.084.534.359,836
6731,182.771.084.534.359,839
51083,182.771.084.534.359,8811
2587,971.245.704.978.182,51083
5654,182.771.084.534.359,8200
5654,182.771.084.534.359,652
26224,182.771.084.534.359,6500
1124,182.771.084.534.359,29127
1124,471.573.093.994.204,7917
1124,182.771.084.534.359,7046
29946,182.771.084.534.359,6118
136319,182.771.084.534.359,4790
136319,182.771.084.534.359,5970
2150,182.771.084.534.359,6768
2150,971.245.704.978.182,5340
2150,182.771.084.534.359,5657
26012,113.033.111.253.752,5901
26012,471.573.093.994.204,8988
5917,182.771.084.534.359,9255
56897,182.771.084.534.359,7486
800,733.226.324.163.718,801
800,182.771.084.534.359,808
800,182.771.084.534.359,983
800,182.771.084.534.359,805
3707,182.771.084.534.359,5566
3707,182.771.084.534.359,801
3707,182.771.084.534.359,5578
116154,471.573.093.994.204,1937
10420,182.771.084.534.359,7529
10420,971.245.704.978.182,1072
54902,182.771.084.534.359,65109
3209,182.771.084.534.359,4211
55325,182.771.084.534.359,823
5950,182.771.084.534.359,6121
5950,9.975.967.589.632,7276
4641,182.771.084.534.359,867
4641,182.771.084.534.359,54700
255743,182.771.084.534.359,8516
11333,182.771.084.534.359,5155
11333,182.771.084.534.359,5154
11333,182.771.084.534.359,5159
10768,182.771.084.534.359,3708
2946,182.771.084.534.359,2947
4064,733.226.324.163.718,9450
23435,471.573.093.994.204,9869
23435,113.033.111.253.752,55968
3705,412.423.346.186.800,7186
28952,182.771.084.534.359,8904
178,182.771.084.534.359,5564
2847,733.226.324.163.718,5367
1128,182.771.084.534.359,2771
10863,182.771.084.534.359,3676
5142,182.771.084.534.359,5566
130540,412.423.346.186.800,6820
79165,113.033.111.253.752,9240
10332,182.771.084.534.359,3385
1012,182.771.084.534.359,9370
1427,182.771.084.534.359,635
3698,99.999.999.445.098,509
1448,182.771.084.534.359,1459
142678,182.771.084.534.359,70
11147,999.999.992.944.924,9111
63928,733.226.324.163.718,6550
114902,182.771.084.534.359,83552
3155,471.573.093.994.204,58475
2186,182.771.084.534.359,4150
23248,182.771.084.534.359,5976
779,182.771.084.534.359,9699
2805,113.033.111.253.752,83862
160851,182.771.084.534.359,8527
10802,412.423.346.186.800,9319
10998,182.771.084.534.359,3299
6702,471.573.093.994.204,8975
204,182.771.084.534.359,6462
90441,182.771.084.534.359,9833
57169,182.771.084.534.359,84466
109,733.226.324.163.718,818
10285,182.771.084.534.359,3837
10285,182.771.084.534.359,23020
10285,182.771.084.534.359,6628
4671,182.771.084.534.359,842
4671,182.771.084.534.359,6885
1371,182.771.084.534.359,6622
3445,182.771.084.534.359,3455
1892,182.771.084.534.359,823
2686,182.771.084.534.359,79850
246184,182.771.084.534.359,51433
5834,182.771.084.534.359,87
55718,182.771.084.534.359,661
415,471.573.093.994.204,4692
23498,412.423.346.186.800,2571
282617,182.771.084.534.359,3588
125476,471.573.093.994.204,6303
4808,182.771.084.534.359,55885
54663,113.033.111.253.752,5997
64106,182.771.084.534.359,8620
3975,182.771.084.534.359,51132
25988,182.771.084.534.359,8932
25988,412.423.346.186.800,7186
11164,471.573.093.994.204,8888
25953,412.423.346.186.800,4110
11248,182.771.084.534.359,9378
148281,182.771.084.534.359,9378
23145,182.771.084.534.359,23331
23145,182.771.084.534.359,57485
54927,412.423.346.186.800,83755
54505,471.573.093.994.204,80152
54505,999.999.961.141.849,79735
84674,182.771.084.534.359,8767
54919,471.573.093.994.204,9638
54919,471.573.093.994.204,7704
84313,412.423.346.186.800,84528
11045,182.771.084.534.359,7379
4619,182.771.084.534.359,6780
51619,412.423.346.186.800,55658
51619,412.423.346.186.800,56658
6231,412.423.346.186.800,90121
56301,182.771.084.534.359,6520
3840,182.771.084.534.359,5965
3840,182.771.084.534.359,7052
10803,733.226.324.163.718,6370
4632,182.771.084.534.359,59
4632,182.771.084.534.359,58
11282,113.033.111.253.752,90678
23478,471.573.093.994.204,54978
10193,182.771.084.534.359,9101
10193,182.771.084.534.359,2066
10193,182.771.084.534.359,2065
10164,182.771.084.534.359,947
4528,182.771.084.534.359,4793
4828,971.245.704.978.182,4829
1200,182.771.084.534.359,4828
4063,182.771.084.534.359,4068
51043,412.423.346.186.800,9402
9446,471.573.093.994.204,9869
27005,182.771.084.534.359,4738
162417,113.033.111.253.752,55116
10244,182.771.084.534.359,9367
2529,182.771.084.534.359,81793
4256,182.771.084.534.359,650
7473,182.771.084.534.359,8321
55187,182.771.084.534.359,8567
113,182.771.084.534.359,5580
10325,182.771.084.534.359,64121
10325,182.771.084.534.359,58528
114790,182.771.084.534.359,6794
114790,182.771.084.534.359,4089
2800,182.771.084.534.359,5870
2800,182.771.084.534.359,400
10670,999.999.999.425.923,64121
10670,182.771.084.534.359,55035
29945,182.771.084.534.359,51433
55035,182.771.084.534.359,58528
55035,182.771.084.534.359,64121
220388,182.771.084.534.359,659
116444,182.771.084.534.359,1742
116444,182.771.084.534.359,2903
10309,733.226.324.163.718,5111
10309,733.226.324.163.718,6118
10475,182.771.084.534.359,8737
27352,182.771.084.534.359,4771
24144,182.771.084.534.359,7286
10717,182.771.084.534.359,701
10717,182.771.084.534.359,9179
10717,182.771.084.534.359,23431
10717,182.771.084.534.359,699
23492,182.771.084.534.359,6015
25890,182.771.084.534.359,51225
631,182.771.084.534.359,8419
631,733.226.324.163.718,7431
51022,182.771.084.534.359,7296
64784,182.771.084.534.359,7532
1207,182.771.084.534.359,60
1207,182.771.084.534.359,2035
1207,182.771.084.534.359,6628
1819,412.423.346.186.800,51389
140576,412.423.346.186.800,57402
50507,182.771.084.534.359,7099
3758,182.771.084.534.359,6446
3758,182.771.084.534.359,9368
3758,182.771.084.534.359,9351
3758,182.771.084.534.359,5580
23560,182.771.084.534.359,7532
27306,182.771.084.534.359,3101
10505,182.771.084.534.359,8828
10505,182.771.084.534.359,1742
27350,182.771.084.534.359,6462
10991,471.573.093.994.204,9869
26191,182.771.084.534.359,867
26191,182.771.084.534.359,2885
126282,412.423.346.186.800,1857
23414,733.226.324.163.718,2626
23414,182.771.084.534.359,2623
5475,182.771.084.534.359,805
5475,182.771.084.534.359,801
5475,182.771.084.534.359,808
23568,182.771.084.534.359,402
23568,182.771.084.534.359,403
2706,182.771.084.534.359,857
10804,182.771.084.534.359,2706
51186,182.771.084.534.359,55660
225,733.226.324.163.718,5824
225,182.771.084.534.359,5825
11156,182.771.084.534.359,2339
11156,182.771.084.534.359,2342
49855,182.771.084.534.359,84466
1069,182.771.084.534.359,9814
1069,182.771.084.534.359,7508
201895,182.771.084.534.359,25804
7462,182.771.084.534.359,867
1136,733.226.324.163.718,1143
1136,182.771.084.534.359,29979
2744,182.771.084.534.359,6640
6124,182.771.084.534.359,9020
54407,471.573.093.994.204,8676
5251,182.771.084.534.359,8074
6222,182.771.084.534.359,817
56259,412.423.346.186.800,6696
65082,182.771.084.534.359,8658
65005,113.033.111.253.752,771
64714,182.771.084.534.359,811
3376,182.771.084.534.359,367
10600,182.771.084.534.359,983
1101,182.771.084.534.359,1280
1101,182.771.084.534.359,3673
29058,113.033.111.253.752,379
29058,113.033.111.253.752,6158
220136,412.423.346.186.800,56159
57403,182.771.084.534.359,8411
57403,182.771.084.534.359,64750
7840,182.771.084.534.359,84466
3543,971.245.704.978.182,7441
5372,412.423.346.186.800,5870
11330,182.771.084.534.359,5260
11330,182.771.084.534.359,6690
11330,733.226.324.163.718,12
54433,733.226.324.163.718,6606
54433,182.771.084.534.359,6607
1006,182.771.084.534.359,1499
130399,182.771.084.534.359,3625
130399,182.771.084.534.359,6997
7384,182.771.084.534.359,7385
1665,182.771.084.534.359,7529
1665,182.771.084.534.359,7532
60485,182.771.084.534.359,6788
51177,182.771.084.534.359,57154
10877,182.771.084.534.359,718
9820,182.771.084.534.359,9978
3574,733.226.324.163.718,3575
387082,182.771.084.534.359,4792
2232,182.771.084.534.359,5451
54471,182.771.084.534.359,7532
6129,182.771.084.534.359,7553
11077,182.771.084.534.359,3298
283212,182.771.084.534.359,7046
283212,182.771.084.534.359,90
7111,182.771.084.534.359,9168
7111,182.771.084.534.359,7170
84446,182.771.084.534.359,994
84446,182.771.084.534.359,995
22853,182.771.084.534.359,8851
22853,182.771.084.534.359,5504
23097,182.771.084.534.359,6432
23097,182.771.084.534.359,8665
138311,99.999.999.445.098,5939
57096,971.245.704.978.182,6103
339451,182.771.084.534.359,70
56946,182.771.084.534.359,675
55787,182.771.084.534.359,6810
1653,182.771.084.534.359,3190
2791,182.771.084.534.359,57154
2746,182.771.084.534.359,8655
2746,182.771.084.534.359,2806
137202,182.771.084.534.359,659
117583,182.771.084.534.359,7532
2742,113.033.111.253.752,7917
2742,113.033.111.253.752,5662
10110,182.771.084.534.359,5170
30834,412.423.346.186.800,4841
2257,182.771.084.534.359,23542
10950,182.771.084.534.359,29883
10743,412.423.346.186.800,5300
10743,412.423.346.186.800,54997
242,182.771.084.534.359,4000
242,182.771.084.534.359,3852
1672,182.771.084.534.359,55183
1672,182.771.084.534.359,9001
1672,182.771.084.534.359,7431
25791,99.999.999.445.098,509
10620,182.771.084.534.359,5925
27292,182.771.084.534.359,4739
51741,182.771.084.534.359,7157
51106,182.771.084.534.359,5442
51106,733.226.324.163.718,7019
1524,733.226.324.163.718,6376
55860,182.771.084.534.359,58
5959,182.771.084.534.359,6017
5959,182.771.084.534.359,5995
2792,182.771.084.534.359,4668
2792,182.771.084.534.359,58473
2792,182.771.084.534.359,6010
60529,182.771.084.534.359,8092
60529,182.771.084.534.359,6663
81545,182.771.084.534.359,8609
5533,182.771.084.534.359,7046
5533,182.771.084.534.359,658
5546,182.771.084.534.359,6427
140691,182.771.084.534.359,5371
140691,412.423.346.186.800,4103
6468,182.771.084.534.359,8454
2191,182.771.084.534.359,5329
10785,896.114.811.017.786,4234
7350,182.771.084.534.359,9804
2819,471.573.093.994.204,5764
2819,182.771.084.534.359,4190
5732,182.771.084.534.359,9536
5732,182.771.084.534.359,5737
27131,471.573.093.994.204,6453
27131,182.771.084.534.359,8218
54830,412.423.346.186.800,8473
25793,182.771.084.534.359,6500
10730,182.771.084.534.359,5663
55272,412.423.346.186.800,9404
83933,182.771.084.534.359,9612
83933,182.771.084.534.359,8841
2358,182.771.084.534.359,820
50859,182.771.084.534.359,9806
3912,182.771.084.534.359,43
4892,182.771.084.534.359,60
4892,182.771.084.534.359,7414
4892,182.771.084.534.359,7094
1974,182.771.084.534.359,1981
1974,182.771.084.534.359,1982
57082,182.771.084.534.359,79003
161835,182.771.084.534.359,8852
1896,733.226.324.163.718,60401
1896,182.771.084.534.359,5045
6687,412.423.346.186.800,83755
23475,412.423.346.186.800,51684
23475,412.423.346.186.800,83755
23312,182.771.084.534.359,5864
51752,182.771.084.534.359,7132
4986,733.226.324.163.718,9368
5211,412.423.346.186.800,83755
5211,182.771.084.534.359,5213
55757,182.771.084.534.359,9403
118427,182.771.084.534.359,4653
10440,182.771.084.534.359,10469
10440,113.033.111.253.752,9001
10365,182.771.084.534.359,11059
4588,182.771.084.534.359,7031
6603,182.771.084.534.359,6604
10,182.771.084.534.359,8260
51311,182.771.084.534.359,695
6697,182.771.084.534.359,818
147339,412.423.346.186.800,7329
23012,182.771.084.534.359,7529
5298,182.771.084.534.359,7529
5298,182.771.084.534.359,7532
259215,182.771.084.534.359,2885
259215,182.771.084.534.359,2886
1144,182.771.084.534.359,2885
2788,113.033.111.253.752,4356
7317,733.226.324.163.718,983
7317,113.033.111.253.752,9911
3017,182.771.084.534.359,8451
3017,182.771.084.534.359,7290
51592,182.771.084.534.359,8805
8575,471.573.093.994.204,9869
51447,412.423.346.186.800,5359
10411,182.771.084.534.359,22800
10592,182.771.084.534.359,3981
10592,182.771.084.534.359,9918
1824,182.771.084.534.359,1829
1824,182.771.084.534.359,3728
1824,182.771.084.534.359,5318
1824,182.771.084.534.359,1828
11231,182.771.084.534.359,7095
26502,182.771.084.534.359,4000
7378,182.771.084.534.359,7431
115827,182.771.084.534.359,9501
115827,182.771.084.534.359,9699
3268,182.771.084.534.359,58513
25957,182.771.084.534.359,5411
1678,182.771.084.534.359,8027
1678,182.771.084.534.359,26517
23774,999.999.961.141.849,7431
1673,182.771.084.534.359,7099
64843,182.771.084.534.359,8022
23532,182.771.084.534.359,8859
8424,471.573.093.994.204,8988
26272,182.771.084.534.359,6500
146956,182.771.084.534.359,80198
55726,412.423.346.186.800,79027
10427,182.771.084.534.359,10484
27443,182.771.084.534.359,8409
7706,182.771.084.534.359,9246
26271,971.245.704.978.182,991
26271,182.771.084.534.359,51343
147945,182.771.084.534.359,58484
2806,113.033.111.253.752,64429
2806,182.771.084.534.359,3312
2806,182.771.084.534.359,4191
2806,182.771.084.534.359,5091
