YBR029C,812.962.790.923.786,YER171W
YBL009W,126.299.948.542.569,YGL127C
YER014W,544.498.967.386.216,YJL092W
YGR228W,126.299.948.542.569,YOR245C
YLL059C,59.764.790.426.787,YML011C
YIL174W,126.299.948.542.569,YJR091C
YIL174W,126.299.948.542.569,YLR453C
YIL051C,126.299.948.542.569,YLR295C
YGR142W,126.299.948.542.569,YOR232W
YGR142W,544.498.967.386.216,YNL263C
YGR142W,126.299.948.542.569,YNL141W
YBL091C,573.290.479.777.183,YNL290W
YBL091C,544.498.967.386.216,YML010W
YHR186C,573.290.479.777.183,YKL119C
YHR186C,544.498.967.386.216,YPL180W
YHR186C,999.678.035.499.134,YJR066W
YHR186C,363.330.446.239.122,YNL118C
YHR186C,573.290.479.777.183,YLL024C
YHR186C,940.491.724.758.367,YNL006W
YHR186C,573.290.479.777.183,YKL193C
YJR048W,126.299.948.542.569,YLR288C
YJR048W,126.299.948.542.569,YNL334C
YJR048W,544.498.967.386.216,YKR066C
YDR436W,845.928.714.415.022,YKL193C
YDR436W,845.928.714.415.022,YMR311C
YDR436W,573.290.479.777.183,YOR054C
YCL018W,544.498.967.386.216,YDR510W
YDR181C,998.685.543.354.848,YMR127C
YDR181C,982.896.104.369.073,YJL115W
YDR181C,812.962.790.923.786,YPR018W
YDR181C,982.896.104.369.073,YOR213C
YGR206W,845.928.714.415.022,YLR119W
YJL218W,573.290.479.777.183,YPL106C
YJL218W,126.299.948.542.569,YNL189W
YJL218W,126.299.948.542.569,YML064C
YJL218W,126.299.948.542.569,YPL070W
YEL041W,126.299.948.542.569,YOR315W
YEL041W,126.299.948.542.569,YKL009W
YEL041W,371.369.333.889.241,YJR049C
YEL041W,126.299.948.542.569,YHR115C
YDR083W,544.498.967.386.216,YGR095C
YDR083W,544.498.967.386.216,YLR347C
YDR083W,544.498.967.386.216,YDR280W
YDR083W,544.498.967.386.216,YOR001W
YDR083W,544.498.967.386.216,YNL189W
YDR083W,845.928.714.415.022,YOR204W
YBL112C,126.299.948.542.569,YML064C
YNL117W,544.498.967.386.216,YOL147C
YIL040W,126.299.948.542.569,YLL024C
YMR030W,573.290.479.777.183,YPL106C
YIL083C,573.290.479.777.183,YLL024C
YDL172C,126.299.948.542.569,YLR295C
YDL172C,126.299.948.542.569,YHR114W
YOR155C,126.299.948.542.569,YPL070W
YDR305C,126.299.948.542.569,YLR447C
YDR305C,573.290.479.777.183,YLR432W
YHR072W-A,544.498.967.386.216,YLR175W
YHR072W-A,544.498.967.386.216,YHR089C
YHR072W-A,812.962.790.923.786,YNL124W
YDR351W,126.299.948.542.569,YJR005W
YDR351W,573.290.479.777.183,YOR312C
YDR351W,573.290.479.777.183,YOL086C
YDR351W,126.299.948.542.569,YOR284W
YDR351W,126.299.948.542.569,YNL070W
YAR064W,126.299.948.542.569,YGL070C
YAR064W,544.498.967.386.216,YBR109C
YHR087W,126.299.948.542.569,YMR216C
YHR087W,573.290.479.777.183,YJR093C
YHR087W,573.290.479.777.183,YLR340W
YHR087W,126.299.948.542.569,YIL118W
YEL057C,126.299.948.542.569,YKL002W
YEL074W,126.299.948.542.569,YKL002W
YDL178W,544.498.967.386.216,YGL061C
YDL178W,999.900.458.461.311,YFL039C
YKL109W,544.498.967.386.216,YPL129W
YKL109W,544.498.967.386.216,YPR034W
YKL109W,544.498.967.386.216,YPL016W
YKL109W,656.501.424.931.404,YOR358W
YKL109W,812.962.790.923.786,YOR290C
YJL158C,126.299.948.542.569,YLR226W
YJL158C,126.299.948.542.569,YJR030C
YIL049W,126.299.948.542.569,YLR373C
YLL017W,812.962.790.923.786,YNL098C
YDR534C,573.290.479.777.183,YMR173W
YDR534C,126.299.948.542.569,YGL127C
YDR534C,126.299.948.542.569,YPR191W
YKL218C,573.290.479.777.183,YPR110C
